Date,Camera,Video,Family,Treatment,Predator,Time,Attempt,Success,
11.8.17,5,100_0007,4,F,D,23:44,Strike,N,
11.8.17,5,100_0008,4,F,D,6:08,Strike,Y,
11.8.17,6,100_0001,4,F,F,NA,NA,NA,
11.8.17,6,100_0002,4,F,F,NA,NA,NA,
11.8.17,7,100_0001,4,D,D,20:54,Strike,N,
11.8.17,7,100_0001,4,D,D,25:13:00,Strike,N,
11.8.17,7,100_0002,4,D,D,7:44,Strike,N,
11.10.17,1,100_0001,7,D,D,10:27,Strike,N,
11.10.17,1,100_0001,7,D,D,10:50,Strike,N,
11.10.17,1,100_0001,7,D,D,13:41,Strike,Y,
11.10.17,1,100_0002,7,D,D,NA,NA,NA,
11.10.17,2,100_0001,5,F,D,27:43:00,Strike,N,
11.10.17,2,100_0002,5,F,D,1:32,Strike,N,
11.10.17,2,100_0002,5,F,D,1:38,Strike,N,
11.10.17,3,100_0001,5,C,F,4:02,Strike,N,
11.10.17,3,100_0002,5,C,F,NA,NA,NA,
11.10.17,4,100_0002,7,C,F,6:13,Strike,N,
11.10.17,4,100_0002,7,C,F,6:13-6:15,Chase,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,6:40-7:15,Strike,N,
11.10.17,4,100_0002,7,C,F,7:29,Strike,N,
11.10.17,4,100_0002,7,C,F,,Strike,N,
11.10.17,4,100_0002,7,C,F,,Strike,N,
11.10.17,4,100_0002,7,C,F,,Strike,N,
11.10.17,4,100_0002,7,C,F,7:52,Strike,N,
11.10.17,4,100_0002,7,C,F,8:00,Strike,N,
11.10.17,4,100_0002,7,C,F,8:00-8:02,Chase,N,
11.10.17,4,100_0002,7,C,F,8:40,Strike,N,
11.10.17,4,100_0002,7,C,F,8:48,Strike,N,
11.10.17,4,100_0002,7,C,F,8:55,Strike,N,
11.10.17,4,100_0002,7,C,F,9:28,Strike,N,
11.10.17,4,100_0002,7,C,F,9:30,Strike,N,
11.10.17,4,100_0002,7,C,F,9:55,Strike,N,
11.10.17,4,100_0002,7,C,F,10:46,Strike,N,
11.10.17,4,100_0002,7,C,F,10:46,Strike,N,
11.10.17,4,100_0002,7,C,F,10:47,Strike,N,
11.10.17,4,100_0002,7,C,F,11:04,Strike,N,
11.10.17,4,100_0002,7,C,F,11:04,Strike,N,
11.10.17,4,100_0002,7,C,F,11:05,Strike,N,
11.10.17,4,100_0002,7,C,F,11:55,Strike,N,
11.10.17,4,100_0002,7,C,F,11:55-12:08,Chase,N,
11.10.17,4,100_0002,7,C,F,12:08,Strike,N,
11.10.17,4,100_0002,7,C,F,12:13,Strike,N,
11.10.17,4,100_0002,7,C,F,12:22-12:30,Chase,N,
11.10.17,4,100_0002,7,C,F,12:22,Strike,N,
11.10.17,4,100_0002,7,C,F,12:23,Strike,N,
11.10.17,4,100_0002,7,C,F,12:24,Strike,N,
11.10.17,4,100_0002,7,C,F,12:47,Strike,N,
11.10.17,4,100_0002,7,C,F,12:53,Strike,N,
11.10.17,4,100_0002,7,C,F,12:59,Strike,N,
11.10.17,4,100_0002,7,C,F,13:45-13:50,Chase,N,
11.10.17,4,100_0002,7,C,F,13:47,Strike,N,
11.10.17,4,100_0002,7,C,F,14:00,Strike,N,
11.10.17,4,100_0002,7,C,F,14:08,Strike,N,
11.10.17,4,100_0002,7,C,F,14:09,Strike,N,
11.10.17,4,100_0002,7,C,F,14:32,Strike,N,
11.10.17,4,100_0002,7,C,F,14:37,Strike,N,
11.10.17,4,100_0002,7,C,F,14:39,Strike,N,
11.10.17,4,100_0002,7,C,F,14:44,Strike,N,
11.10.17,4,100_0002,7,C,F,14:45,Strike,N,
11.10.17,4,100_0002,7,C,F,14:47-14:50,Chase,N,
11.10.17,4,100_0002,7,C,F,16:16,Strike,N,
11.10.17,4,100_0002,7,C,F,16:20,Strike,N,
11.10.17,4,100_0002,7,C,F,16:21,Strike,N,
11.10.17,4,100_0002,7,C,F,16:22,Strike,N,
11.10.17,4,100_0002,7,C,F,16:20-16:30,Chase,N,
11.10.17,4,100_0002,7,C,F,16:44,Strike,N,
11.10.17,4,100_0002,7,C,F,16:49,Strike,N,
11.10.17,4,100_0002,7,C,F,17:08,Strike,N,
11.10.17,4,100_0002,7,C,F,17:20,Strike,N,
11.10.17,4,100_0002,7,C,F,17:21,Strike,N,
11.10.17,4,100_0002,7,C,F,17:53,Strike,N,
11.10.17,4,100_0002,7,C,F,17:55,Strike,N,
11.10.17,4,100_0002,7,C,F,18:23,Strike,N,
11.10.17,4,100_0002,7,C,F,18:24,Strike,N,
11.10.17,4,100_0002,7,C,F,18:27,Strike,N,
11.10.17,4,100_0002,7,C,F,19:07-19:19,Chase,N,
11.10.17,4,100_0002,7,C,F,19:27,Strike,N,
11.10.17,4,100_0002,7,C,F,22:32,Strike,N,
11.10.17,4,100_0002,7,C,F,22:33-22:39,Chase,N,
11.10.17,4,100_0002,7,C,F,23:04,Strike,N,
11.10.17,4,100_0002,7,C,F,23:05,Strike,N,
11.10.17,4,100_0002,7,C,F,23:13,Strike,N,
11.10.17,4,100_0002,7,C,F,23:04-23:15,Chase,N,
11.10.17,4,100_0002,7,C,F,23:47,Strike,N,
11.10.17,4,100_0002,7,C,F,25:11-25:21,Chase,N,
11.10.17,4,100_0002,7,C,F,25:11:00,Strike,N,
11.10.17,4,100_0002,7,C,F,25:13:00,Strike,N,
11.10.17,4,100_0002,7,C,F,25:20:00,Strike,N,
11.10.17,4,100_0002,7,C,F,25:43:00,Strike,N,
11.10.17,4,100_0002,7,C,F,26:23:00,Strike,N,
11.10.17,4,100_0002,7,C,F,27:43:00,Strike,N,
11.10.17,4,100_0002,7,C,F,27:49:00,Strike,N,
11.10.17,4,100_0002,7,C,F,29:55:00,Strike,N,
11.10.17,4,100_0002,7,C,F,30:24:00,Strike,N,
11.10.17,4,100_0002,7,C,F,31:30:00,Strike,N,
11.10.17,4,100_0002,7,C,F,31:30-31:56,Chase,N,
11.10.17,4,100_0002,7,C,F,31:30-31:56,Strike,N,
11.10.17,4,100_0002,7,C,F,31:30-31:56,Strike,N,
11.10.17,4,100_0002,7,C,F,31:30-31:56,Strike,N,
11.10.17,4,100_0002,7,C,F,31:30-31:56,Strike,N,
11.10.17,4,100_0002,7,C,F,31:30-31:56,Strike,N,
11.10.17,4,100_0002,7,C,F,31:30-31:56,Strike,N,
11.10.17,4,100_0002,7,C,F,31:30-31:56,Strike,N,
11.10.17,4,100_0002,7,C,F,31:59:00,Strike,N,
11.10.17,4,100_0002,7,C,F,32:03:00,Strike,N,
11.10.17,4,100_0002,7,C,F,32:36:00,Strike,N,
11.10.17,4,100_0002,7,C,F,32:38:00,Strike,N,
11.10.17,4,100_0002,7,C,F,32:43:00,Strike,N,
11.10.17,4,100_0002,7,C,F,32:50:00,Strike,N,
11.10.17,4,100_0002,7,C,F,32:58:00,Strike,N,
11.10.17,4,100_0002,7,C,F,32:58:00,Strike,N,
11.10.17,4,100_0002,7,C,F,32:36-33:01,Chase,N,
11.10.17,4,100_0002,7,C,F,33:27:00,Strike,N,
11.10.17,4,100_0002,7,C,F,33:51:00,Strike,N,
11.10.17,4,100_0002,7,C,F,33:52:00,Strike,N,
11.10.17,4,100_0002,7,C,F,34:10:00,Strike,N,
11.10.17,4,100_0002,7,C,F,34:15:00,Strike,N,
11.10.17,4,100_0002,7,C,F,34:16:00,Strike,N,
11.10.17,4,100_0002,7,C,F,34:20:00,Strike,N,
11.10.17,4,100_0003,7,C,F,0:53,Strike,N,
11.10.17,4,100_0003,7,C,F,0:55,Strike,N,
11.10.17,4,100_0003,7,C,F,2:07,Strike,N,
11.10.17,4,100_0003,7,C,F,2:16,Strike,N,
11.10.17,4,100_0003,7,C,F,2:17,Strike,N,
11.10.17,4,100_0003,7,C,F,2:23,Strike,N,
11.10.17,4,100_0003,7,C,F,2:41,Strike,N,
11.10.17,4,100_0003,7,C,F,3:10,Strike,N,
11.10.17,4,100_0003,7,C,F,3:13,Strike,N,
11.10.17,4,100_0003,7,C,F,3:14,Strike,N,
11.10.17,4,100_0003,7,C,F,3:10-3:14,Chase,N,
11.10.17,4,100_0003,7,C,F,4:06,Strike,N,
11.10.17,4,100_0003,7,C,F,4:07,Strike,N,
11.10.17,4,100_0003,7,C,F,4:10,Strike,N,
11.10.17,4,100_0003,7,C,F,4:14,Strike,N,
11.10.17,4,100_0003,7,C,F,4:19,Strike,N,
11.10.17,4,100_0003,7,C,F,4:20,Strike,N,
11.10.17,4,100_0003,7,C,F,4:06-4:20,Chase,N,
11.10.17,4,100_0003,7,C,F,4:40,Strike,N,
11.10.17,4,100_0003,7,C,F,4:42,Strike,N,
11.10.17,4,100_0003,7,C,F,4:49,Strike,N,
11.10.17,4,100_0003,7,C,F,4:50,Strike,N,
11.10.17,4,100_0003,7,C,F,5:10,Strike,N,
11.10.17,4,100_0003,7,C,F,5:15,Strike,N,
11.10.17,4,100_0003,7,C,F,5:20,Strike,N,
11.10.17,4,100_0003,7,C,F,5:10-5:20,Chase,N,
11.10.17,4,100_0003,7,C,F,5:40,Strike,N,
11.10.17,4,100_0003,7,C,F,5:43,Strike,N,
11.10.17,4,100_0003,7,C,F,5:45,Strike,N,
11.10.17,4,100_0003,7,C,F,5:51,Strike,N,
11.10.17,4,100_0003,7,C,F,6:25,Strike,N,
11.10.17,4,100_0003,7,C,F,6:37,Strike,N,
11.10.17,4,100_0003,7,C,F,6:48,Strike,N,
11.10.17,4,100_0003,7,C,F,7:07-7:14,Chase,N,
11.10.17,4,100_0003,7,C,F,8:17,Strike,N,
11.10.17,4,100_0003,7,C,F,8:20,Strike,N,
11.10.17,4,100_0003,7,C,F,8:21,Strike,N,
11.10.17,4,100_0003,7,C,F,8:23,Strike,N,
11.10.17,4,100_0003,7,C,F,9:22,Strike,N,
11.10.17,4,100_0003,7,C,F,9:41,Strike,N,
11.10.17,4,100_0003,7,C,F,9:54,Strike,N,
11.10.17,4,100_0003,7,C,F,10:09,Strike,N,
11.10.17,4,100_0003,7,C,F,10:10,Strike,N,
11.10.17,4,100_0003,7,C,F,10:11,Strike,N,
11.10.17,4,100_0003,7,C,F,10:30,Strike,N,
11.10.17,4,100_0003,7,C,F,10:31,Strike,N,
11.10.17,4,100_0003,7,C,F,10:38,Strike,N,
11.10.17,4,100_0003,7,C,F,10:30-10:38,Chase,N,
11.10.17,4,100_0003,7,C,F,11:35,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Strike,N,
11.10.17,4,100_0003,7,C,F,11:50-12:08,Chase,N,
11.10.17,4,100_0003,7,C,F,12:33,Strike,N,
11.10.17,4,100_0003,7,C,F,13:24,Strike,N,
11.10.17,4,100_0003,7,C,F,13:25,Strike,N,
11.10.17,4,100_0003,7,C,F,13:26,Strike,N,
11.10.17,4,100_0003,7,C,F,13:40,Strike,N,
11.10.17,4,100_0003,7,C,F,13:42,Strike,N,
11.10.17,4,100_0003,7,C,F,13:58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:02,Strike,N,
11.10.17,4,100_0003,7,C,F,14:20,Strike,N,
11.10.17,4,100_0003,7,C,F,14:23,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,14:41-58,Strike,N,
11.10.17,4,100_0003,7,C,F,15:18,Strike,N,
11.10.17,4,100_0003,7,C,F,15:23,Strike,N,
11.10.17,4,100_0003,7,C,F,15:44,Strike,N,
11.10.17,4,100_0003,7,C,F,15:50-15:55,Chase,N,
11.10.17,4,100_0003,7,C,F,15:55,Strike,N,
11.10.17,4,100_0003,7,C,F,16:16,Strike,N,
11.10.17,4,100_0003,7,C,F,16:19,Strike,N,
11.10.17,4,100_0003,7,C,F,16:20,Strike,N,
11.10.17,4,100_0003,7,C,F,16:21,Strike,N,
11.10.17,4,100_0003,7,C,F,16:27,Strike,N,
11.10.17,4,100_0003,7,C,F,16:29,Strike,N,
11.10.17,4,100_0003,7,C,F,16:33,Strike,N,
11.10.17,4,100_0003,7,C,F,16:36,Strike,N,
11.10.17,4,100_0003,7,C,F,16:16-36,Chase,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Strike,N,
11.10.17,4,100_0003,7,C,F,17:08-26,Chase,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Strike,N,
11.10.17,4,100_0003,7,C,F,18:10-44,Chase,N,
11.10.17,4,100_0003,7,C,F,19:02-13,Strike,N,
11.10.17,4,100_0003,7,C,F,,Strike,N,
11.10.17,4,100_0003,7,C,F,,Strike,N,
11.10.17,4,100_0003,7,C,F,,Strike,N,
11.10.17,4,100_0003,7,C,F,,Strike,N,
11.10.17,4,100_0003,7,C,F,,Strike,N,
11.10.17,4,100_0003,7,C,F,,Strike,N,
11.10.17,4,100_0003,7,C,F,,Strike,N,
11.10.17,4,100_0003,7,C,F,,Chase,N,
11.10.17,4,100_0003,7,C,F,19:29,Strike,N,
11.10.17,4,100_0003,7,C,F,19:30,Strike,N,
11.10.17,4,100_0003,7,C,F,20:25,Strike,N,
11.10.17,4,100_0003,7,C,F,20:26,Strike,N,
11.10.17,4,100_0003,7,C,F,20:28,Strike,N,
11.10.17,4,100_0003,7,C,F,20:46,Strike,N,
11.10.17,4,100_0003,7,C,F,20:48,Strike,N,
11.10.17,4,100_0003,7,C,F,20:50,Strike,N,
11.10.17,4,100_0003,7,C,F,21:03,Strike,N,
11.10.17,4,100_0003,7,C,F,21:04,Strike,N,
11.10.17,4,100_0003,7,C,F,21:06,Strike,N,
11.10.17,4,100_0003,7,C,F,21:08,Strike,N,
11.10.17,4,100_0003,7,C,F,21:46,Strike,N,
11.10.17,4,100_0003,7,C,F,21:51,Strike,N,
11.10.17,4,100_0003,7,C,F,21:56,Strike,N,
11.10.17,4,100_0003,7,C,F,21:36,Strike,N,
11.10.17,4,100_0003,7,C,F,21:39,Strike,N,
11.10.17,4,100_0003,7,C,F,22:50,Strike,N,
11.10.17,4,100_0003,7,C,F,22:50-23:00,Chase,N,
11.10.17,4,100_0003,7,C,F,23:17-28,Chase,N,
11.10.17,4,100_0003,7,C,F,23:17,Strike,N,
11.10.17,4,100_0003,7,C,F,23:21,Strike,N,
11.10.17,4,100_0003,7,C,F,23:24,Strike,N,
11.10.17,4,100_0003,7,C,F,23:36,Strike,N,
11.10.17,4,100_0003,7,C,F,23:40,Strike,N,
11.10.17,4,100_0003,7,C,F,23:44,Strike,N,drags around by tail 
11.10.17,4,100_0003,7,C,F,23:48,Strike,N,
11.10.17,4,100_0003,7,C,F,23:56,Strike,N,
11.10.17,4,100_0003,7,C,F,23:57,Strike,N,
11.10.17,4,100_0003,7,C,F,23:59,Strike,N,
11.10.17,4,100_0003,7,C,F,24:05:00,Strike,N,
11.10.17,4,100_0003,7,C,F,24:34:00,Strike,N,
11.10.17,4,100_0003,7,C,F,24:35:00,Strike,N,
11.10.17,4,100_0003,7,C,F,24:37:00,Strike,N,
11.10.17,4,100_0003,7,C,F,25:39:00,Strike,N,
11.10.17,4,100_0003,7,C,F,25:46-25:50,Chase,N,
11.10.17,5,100_0001,5,D,F,NA,NA,NA,
11.10.17,5,100_0002,5,D,F,NA,NA,NA,
11.10.17,6,100_0001,5,C,D,NA,NA,NA,
11.10.17,6,100_0002,5,C,D,5:11,Strike,N,
11.10.17,6,100_0003,5,C,D,25:52:00,Strike,N,
11.10.17,7,100_0001,5,D,D,NA,NA,NA,
11.10.17,7,100_0002,5,D,D,NA,NA,NA,
11.10.17,8,103327,7,F,D,2:12,Strike,N,
11.10.17,8,112329,7,F,D,1:50,Strike,N,
11.10.17,8,112329,7,F,D,2:39,Strike,Y,
11.10.17,8,112329,7,F,D,1:28,Chase,N,
11.10.17,10,100_0001,5,F,F,4:51-59,Chase,N,
11.10.17,10,100_0002,5,F,F,NA,NA,NA,
11.15.17,1,100_0001,8,D,D,4:10,Strike,N,
11.15.17,1,100_0001,8,D,D,8:40,Strike,N,
11.15.17,1,100_0001,8,D,D,13:11,Strike,N,
11.15.17,1,100_0002,8,D,D,NA,NA,NA,
11.15.17,2,100_0001,9,F,D,NA,NA,NA,
11.15.17,2,100_0002,9,F,D,5:00,Strike,NA,
11.15.17,3,100_0001,8,F,F,NA,NA,NA,
11.15.17,3,100_0002,8,F,F,22:17,Strike,N,
11.15.17,3,100_0002,8,F,F,22:39,Strike,N,
11.15.17,3,100_0002,8,F,F,23:15,Strike,N,
11.15.17,3,100_0002,8,F,F,23:19,Strike,N,
11.15.17,3,100_0002,8,F,F,23:21,Strike,N,
11.15.17,3,100_0002,8,F,F,23:22,Strike,N,
11.15.17,3,100_0002,8,F,F,23:27,Strike,N,
11.15.17,3,100_0002,8,F,F,25:24:00,Chase,N,
11.15.17,4,100_0001,9,C,D,22:56,Strike,N,
11.15.17,4,100_0001,9,C,D,23:04,Strike,Y,
11.15.17,4,100_0002,9,C,D,NA,NA,NA,
11.15.17,5,100_0001,9,D,D,NA,NA,NA,
11.15.17,5,100_0002,9,D,D,NA,NA,NA,
11.15.17,6,100_0001,9,C,F,8:49,Strike,N,
11.15.17,6,100_0001,9,C,F,8:51,Strike,N,
11.15.17,6,100_0001,9,C,F,8:53,Strike,Y,
11.15.17,6,100_0001,9,C,F,10:35,Strike,N,
11.15.17,6,100_0001,9,C,F,10:40,Strike,N,
11.15.17,6,100_0001,9,C,F,12:13,Strike,N,
11.15.17,6,100_0001,9,C,F,13:19,Strike,N,
11.15.17,6,100_0001,9,C,F,24:49:00,Strike,N,
11.15.17,6,100_0001,9,C,F,24:50:00,Strike,N,
11.15.17,6,100_0001,9,C,F,25:24-25:28,Chase,N,
11.15.17,6,100_0002,9,C,F,0:40,Strike,N,
11.15.17,6,100_0002,9,C,F,0:41,Strike,N,
11.15.17,6,100_0002,9,C,F,0:42,Strike,N,
11.15.17,6,100_0002,9,C,F,0:43,Strike,N,
11.15.17,6,100_0002,9,C,F,0:47,Strike,N,
11.15.17,6,100_0002,9,C,F,1:14,Strike,N,
11.15.17,6,100_0002,9,C,F,1:15,Strike,N,
11.15.17,6,100_0002,9,C,F,1:20,Strike,N,
11.15.17,6,100_0002,9,C,F,1:23,Strike,N,
11.15.17,6,100_0002,9,C,F,1:25,Strike,N,
11.15.17,6,100_0002,9,C,F,1:28,Strike,N,
11.15.17,6,100_0002,9,C,F,2:59,Strike,N,
11.15.17,6,100_0002,9,C,F,3:10-3:20,Chase,N,
11.15.17,6,100_0002,9,C,F,3:15,Strike,N,
11.15.17,6,100_0002,9,C,F,3:32,Strike,N,
11.15.17,6,100_0002,9,C,F,3:34,Strike,N,
11.15.17,6,100_0002,9,C,F,3:36,Strike,N,
11.15.17,6,100_0002,9,C,F,3:37,Strike,N,
11.15.17,6,100_0002,9,C,F,3:39,Strike,N,
11.15.17,6,100_0002,9,C,F,3:42,Strike,N,
11.15.17,6,100_0002,9,C,F,3:44,Strike,N,
11.15.17,6,100_0002,9,C,F,6:04-6:07,Chase,N,
11.15.17,6,100_0002,9,C,F,6:55,Strike,N,
11.15.17,6,100_0002,9,C,F,6:57,Strike,N,
11.15.17,6,100_0002,9,C,F,7:01,Strike,N,
11.15.17,6,100_0002,9,C,F,7:03,Strike,N,
11.15.17,6,100_0002,9,C,F,7:54,Strike,N,
11.15.17,6,100_0002,9,C,F,11:40,Strike,N,
11.15.17,6,100_0002,9,C,F,11:42,Strike,N,
11.15.17,6,100_0002,9,C,F,11:44,Strike,N,
11.15.17,6,100_0002,9,C,F,11:46,Strike,N,
11.15.17,6,100_0002,9,C,F,11:47,Strike,N,
11.15.17,6,100_0002,9,C,F,11:50,Strike,N,
